"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (20260622)","Sessions (20260622)","Sessions with cart additions (20260622)","Sessions that reached checkout (20260622)","Sessions that completed checkout (20260622)","Conversion rate (20260622)","Pageviews (20260622)","Checkout conversion rate (20260622)","Added to cart rate (20260622)","Reached checkout rate (20260622)","Sessions that reached and completed checkout (20260622)","Average session duration (20260622)","Pageviews per session (20260622)","Bounce rate (20260622)","Completed checkout rate (20260622)","Bounces (20260622)","Online store visitors (20260622) ","Sessions (20260622) ","Sessions with cart additions (20260622) ","Sessions that reached checkout (20260622) ","Sessions that completed checkout (20260622) ","Conversion rate (20260622) ","Pageviews (20260622) ","Checkout conversion rate (20260622) ","Added to cart rate (20260622) ","Reached checkout rate (20260622) ","Sessions that reached and completed checkout (20260622) ","Average session duration (20260622) ","Pageviews per session (20260622) ","Bounce rate (20260622) ","Completed checkout rate (20260622) ","Bounces (20260622) "
"Collection","/collections/vajankle-foot-fetish-toys",544,559,5,3,1,0.0017889087656529517,1671,0.3333333333333333,0.008944543828264758,0.005366726296958855,1,93.83899821109124,2.9892665474060824,0.4937388193202147,0.3333333333333333,276,544,559,5,3,1,0.0017889087656529517,1671,0.3333333333333333,0.008944543828264758,0.005366726296958855,1,93.83899821109124,2.9892665474060824,0.4937388193202147,0.3333333333333333,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blog Article","/blogs/featured-blog/how-to-diy-an-sex-doll-you",512,514,0,0,0,0,725,,0,0,0,34.10505836575876,1.4105058365758756,0.8793774319066148,,452,512,514,0,0,0,0,725,,0,0,0,34.10505836575876,1.4105058365758756,0.8793774319066148,,452,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/shemale-sex-doll-torso-1",467,481,4,2,0,0,1806,0,0.008316008316008316,0.004158004158004158,0,152.45530145530145,3.7546777546777546,0.446985446985447,0,215,467,481,4,2,0,0,1806,0,0.008316008316008316,0.004158004158004158,0,152.45530145530145,3.7546777546777546,0.446985446985447,0,215,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/furry-sex-doll",426,450,2,1,0,0,1206,0,0.0044444444444444444,0.0022222222222222222,0,125.66,2.68,0.5777777777777777,0,260,426,450,2,1,0,0,1206,0,0.0044444444444444444,0.0022222222222222222,0,125.66,2.68,0.5777777777777777,0,260,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/femboys-sex-doll",385,392,1,1,0,0,1360,0,0.002551020408163265,0.002551020408163265,0,140.56632653061226,3.4693877551020407,0.45663265306122447,0,179,385,392,1,1,0,0,1360,0,0.002551020408163265,0.002551020408163265,0,140.56632653061226,3.4693877551020407,0.45663265306122447,0,179,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/sex-doll-torso-dildo-for-woman",352,364,5,1,0,0,1299,0,0.013736263736263736,0.0027472527472527475,0,162.77747252747253,3.568681318681319,0.47802197802197804,0,174,352,364,5,1,0,0,1299,0,0.013736263736263736,0.0027472527472527475,0,162.77747252747253,3.568681318681319,0.47802197802197804,0,174,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/fake-ass-sex-toy",347,353,7,7,1,0.0028328611898017,1295,0.14285714285714285,0.019830028328611898,0.019830028328611898,1,200.93201133144476,3.668555240793201,0.45609065155807366,0.14285714285714285,161,347,353,7,7,1,0.0028328611898017,1295,0.14285714285714285,0.019830028328611898,0.019830028328611898,1,200.93201133144476,3.668555240793201,0.45609065155807366,0.14285714285714285,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/futa-sex-doll",287,292,0,0,0,0,1098,,0,0,0,177.72260273972603,3.76027397260274,0.5068493150684932,,148,287,292,0,0,0,0,1098,,0,0,0,177.72260273972603,3.76027397260274,0.5068493150684932,,148,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/boob-job-sex-toys",276,285,2,1,1,0.0035087719298245615,814,1,0.007017543859649123,0.0035087719298245615,1,134.20701754385965,2.856140350877193,0.6105263157894737,1,174,276,285,2,1,1,0.0035087719298245615,814,1,0.007017543859649123,0.0035087719298245615,1,134.20701754385965,2.856140350877193,0.6105263157894737,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/black-sex-dolls",261,278,4,0,0,0,1067,,0.014388489208633094,0,0,220.99640287769785,3.838129496402878,0.4856115107913669,,135,261,278,4,0,0,0,1067,,0.014388489208633094,0,0,220.99640287769785,3.838129496402878,0.4856115107913669,,135,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/flat-chest-sex-doll",262,276,0,0,0,0,737,,0,0,0,128.4673913043478,2.670289855072464,0.4963768115942029,,137,262,276,0,0,0,0,737,,0,0,0,128.4673913043478,2.670289855072464,0.4963768115942029,,137,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",243,246,0,0,0,0,384,,0,0,0,73.86178861788618,1.5609756097560976,0.8130081300813008,,200,243,246,0,0,0,0,384,,0,0,0,73.86178861788618,1.5609756097560976,0.8130081300813008,,200,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",195,199,7,1,0,0,864,0,0.035175879396984924,0.005025125628140704,0,145.64824120603015,4.341708542713568,0.507537688442211,0,101,195,199,7,1,0,0,864,0,0.035175879396984924,0.005025125628140704,0,145.64824120603015,4.341708542713568,0.507537688442211,0,101,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/sex-doll-torso",170,180,2,2,0,0,883,0,0.011111111111111112,0.011111111111111112,0,198.63333333333333,4.905555555555556,0.3055555555555556,0,55,170,180,2,2,0,0,883,0,0.011111111111111112,0.011111111111111112,0,198.63333333333333,4.905555555555556,0.3055555555555556,0,55,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/enchanting-delights-2024-top-real-sex-doll-recommendations",175,179,1,1,0,0,513,0,0.00558659217877095,0.00558659217877095,0,103.56983240223464,2.8659217877094973,0.5418994413407822,0,97,175,179,1,1,0,0,513,0,0.00558659217877095,0.00558659217877095,0,103.56983240223464,2.8659217877094973,0.5418994413407822,0,97,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/black-torso-sex-dolls",167,175,2,1,1,0.005714285714285714,429,1,0.011428571428571429,0.005714285714285714,1,108.83428571428571,2.4514285714285715,0.5942857142857143,1,104,167,175,2,1,1,0.005714285714285714,429,1,0.011428571428571429,0.005714285714285714,1,108.83428571428571,2.4514285714285715,0.5942857142857143,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/huge-breasts-sex-dolls",160,166,1,0,0,0,634,,0.006024096385542169,0,0,214.49397590361446,3.819277108433735,0.46987951807228917,,78,160,166,1,0,0,0,634,,0.006024096385542169,0,0,214.49397590361446,3.819277108433735,0.46987951807228917,,78,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/asian-sex-doll",160,166,0,0,0,0,405,,0,0,0,102.60240963855422,2.4397590361445785,0.6024096385542169,,100,160,166,0,0,0,0,405,,0,0,0,102.60240963855422,2.4397590361445785,0.6024096385542169,,100,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/under-100",156,160,5,2,0,0,455,0,0.03125,0.0125,0,167.86875,2.84375,0.625,0,100,156,160,5,2,0,0,455,0,0.03125,0.0125,0,167.86875,2.84375,0.625,0,100,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/silicone-ass",141,145,2,0,0,0,500,,0.013793103448275862,0,0,150.95862068965516,3.4482758620689653,0.5241379310344828,,76,141,145,2,0,0,0,500,,0.013793103448275862,0,0,150.95862068965516,3.4482758620689653,0.5241379310344828,,76,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/shemale-sex-toy",144,145,1,0,0,0,375,,0.006896551724137931,0,0,91.93103448275862,2.586206896551724,0.7103448275862069,,103,144,145,1,0,0,0,375,,0.006896551724137931,0,0,91.93103448275862,2.586206896551724,0.7103448275862069,,103,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/anime-mini-sex-doll",138,139,0,0,0,0,323,,0,0,0,91.92805755395683,2.323741007194245,0.6402877697841727,,89,138,139,0,0,0,0,323,,0,0,0,91.92805755395683,2.323741007194245,0.6402877697841727,,89,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/18s-sex-doll",128,131,0,0,0,0,293,,0,0,0,108.45038167938931,2.236641221374046,0.6793893129770993,,89,128,131,0,0,0,0,293,,0,0,0,108.45038167938931,2.236641221374046,0.6793893129770993,,89,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/robotic-sex-doll",126,127,0,0,0,0,267,,0,0,0,50.511811023622045,2.1023622047244093,0.6141732283464567,,78,126,127,0,0,0,0,267,,0,0,0,50.511811023622045,2.1023622047244093,0.6141732283464567,,78,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/vibrating-sex-doll-torso",122,126,2,1,1,0.007936507936507936,318,1,0.015873015873015872,0.007936507936507936,1,113.15873015873017,2.5238095238095237,0.6349206349206349,1,80,122,126,2,1,1,0.007936507936507936,318,1,0.015873015873015872,0.007936507936507936,1,113.15873015873017,2.5238095238095237,0.6349206349206349,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/big-booty-sex-dolls",112,120,3,2,0,0,494,0,0.025,0.016666666666666666,0,226,4.116666666666666,0.5083333333333333,0,61,112,120,3,2,0,0,494,0,0.025,0.016666666666666666,0,226,4.116666666666666,0.5083333333333333,0,61,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/mini-sex-doll-torso",115,117,2,1,1,0.008547008547008548,258,1,0.017094017094017096,0.008547008547008548,1,97.99145299145299,2.2051282051282053,0.7435897435897436,1,87,115,117,2,1,1,0.008547008547008548,258,1,0.017094017094017096,0.008547008547008548,1,97.99145299145299,2.2051282051282053,0.7435897435897436,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/lesbian-sex-doll-torso",100,102,1,1,0,0,180,0,0.00980392156862745,0.00980392156862745,0,43.78431372549019,1.7647058823529411,0.6666666666666666,0,68,100,102,1,1,0,0,180,0,0.00980392156862745,0.00980392156862745,0,43.78431372549019,1.7647058823529411,0.6666666666666666,0,68,0,0,0,0,,,0,,0,0,,0,0,0,,0
,"/de/blogs/featured-blog/how-to-make-fake-pussy",99,99,0,0,0,0,109,,0,0,0,15.343434343434344,1.101010101010101,0.9191919191919192,,91,99,99,0,0,0,0,109,,0,0,0,15.343434343434344,1.101010101010101,0.9191919191919192,,91,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-pocket-pussy",96,98,0,0,0,0,167,,0,0,0,50.224489795918366,1.7040816326530612,0.7448979591836735,,73,96,98,0,0,0,0,167,,0,0,0,50.224489795918366,1.7040816326530612,0.7448979591836735,,73,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",94,95,0,0,0,0,124,,0,0,0,23.936842105263157,1.305263157894737,0.8842105263157894,,84,94,95,0,0,0,0,124,,0,0,0,23.936842105263157,1.305263157894737,0.8842105263157894,,84,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/animal-hentai-sex-doll",91,94,0,0,0,0,339,,0,0,0,117.62765957446808,3.606382978723404,0.5851063829787234,,55,91,94,0,0,0,0,339,,0,0,0,117.62765957446808,3.606382978723404,0.5851063829787234,,55,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/pocket-pussy-ass",92,93,1,1,0,0,193,0,0.010752688172043012,0.010752688172043012,0,73.73118279569893,2.075268817204301,0.6451612903225806,0,60,92,93,1,1,0,0,193,0,0.010752688172043012,0.010752688172043012,0,73.73118279569893,2.075268817204301,0.6451612903225806,0,60,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Custom Page","/pages/sex-doll-gif",87,88,0,0,0,0,172,,0,0,0,54.95454545454545,1.9545454545454546,0.7386363636363636,,65,87,88,0,0,0,0,172,,0,0,0,54.95454545454545,1.9545454545454546,0.7386363636363636,,65,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/torso-shemale-sex-doll",76,76,0,0,0,0,262,,0,0,0,155.3421052631579,3.4473684210526314,0.5394736842105263,,41,76,76,0,0,0,0,262,,0,0,0,155.3421052631579,3.4473684210526314,0.5394736842105263,,41,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/best-seller-sex-dolls-under-200",72,73,0,0,0,0,197,,0,0,0,124.16438356164383,2.6986301369863015,0.589041095890411,,43,72,73,0,0,0,0,197,,0,0,0,124.16438356164383,2.6986301369863015,0.589041095890411,,43,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/bbw-sex-doll-torso",67,69,0,0,0,0,202,,0,0,0,137.6086956521739,2.927536231884058,0.5217391304347826,,36,67,69,0,0,0,0,202,,0,0,0,137.6086956521739,2.927536231884058,0.5217391304347826,,36,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/mini-sex-doll",60,66,1,0,0,0,148,,0.015151515151515152,0,0,76.86363636363636,2.242424242424242,0.5454545454545454,,36,60,66,1,0,0,0,148,,0.015151515151515152,0,0,76.86363636363636,2.242424242424242,0.5454545454545454,,36,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/torso-dildo",60,65,0,0,0,0,167,,0,0,0,185.53846153846155,2.5692307692307694,0.5384615384615384,,35,60,65,0,0,0,0,167,,0,0,0,185.53846153846155,2.5692307692307694,0.5384615384615384,,35,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso",63,64,0,0,0,0,176,,0,0,0,56.375,2.75,0.734375,,47,63,64,0,0,0,0,176,,0,0,0,56.375,2.75,0.734375,,47,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/blogs/featured-blog/how-to-make-fake-pussy",63,64,0,0,0,0,77,,0,0,0,35.859375,1.203125,0.859375,,55,63,64,0,0,0,0,77,,0,0,0,35.859375,1.203125,0.859375,,55,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca",56,62,2,0,0,0,458,,0.03225806451612903,0,0,341.03225806451616,7.387096774193548,0.1774193548387097,,11,56,62,2,0,0,0,458,,0.03225806451612903,0,0,341.03225806451616,7.387096774193548,0.1774193548387097,,11,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/bbw-black-sex-doll",55,61,0,0,0,0,180,,0,0,0,200.14754098360655,2.9508196721311477,0.5737704918032787,,35,55,61,0,0,0,0,180,,0,0,0,200.14754098360655,2.9508196721311477,0.5737704918032787,,35,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-feet",58,59,0,0,0,0,109,,0,0,0,48.779661016949156,1.847457627118644,0.5932203389830508,,35,58,59,0,0,0,0,109,,0,0,0,48.779661016949156,1.847457627118644,0.5932203389830508,,35,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",57,58,0,0,0,0,211,,0,0,0,187.8793103448276,3.6379310344827585,0.6206896551724138,,36,57,58,0,0,0,0,211,,0,0,0,187.8793103448276,3.6379310344827585,0.6206896551724138,,36,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t901-21-51lb-c-cup-7-08-dildo-electric-shemale-big-penis-male-female-sex-doll-torso-adult-toys",58,58,0,0,0,0,58,,0,0,0,0,1,1,,58,58,58,0,0,0,0,58,,0,0,0,0,1,1,,58,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/ros-sex-doll-heads-1",54,56,1,0,0,0,237,,0.017857142857142856,0,0,193.17857142857142,4.232142857142857,0.48214285714285715,,27,54,56,1,0,0,0,237,,0.017857142857142856,0,0,193.17857142857142,4.232142857142857,0.48214285714285715,,27,0,0,0,,,,0,,0,,,0,0,0,,0
,"/en-ca/collections/celebrity-sex-dolls",54,56,0,0,0,0,210,,0,0,0,135.98214285714286,3.75,0.4107142857142857,,23,54,56,0,0,0,0,210,,0,0,0,135.98214285714286,3.75,0.4107142857142857,,23,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-pocket-pussy",54,55,2,1,0,0,127,0,0.03636363636363636,0.01818181818181818,0,80.58181818181818,2.309090909090909,0.6727272727272727,0,37,54,55,2,1,0,0,127,0,0.03636363636363636,0.01818181818181818,0,80.58181818181818,2.309090909090909,0.6727272727272727,0,37,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-titty-fuck-experience-the-ultimate-pleasure-with-a-huge-breast-sex-doll",51,52,0,0,0,0,85,,0,0,0,36.86538461538461,1.6346153846153846,0.8461538461538461,,44,51,52,0,0,0,0,85,,0,0,0,36.86538461538461,1.6346153846153846,0.8461538461538461,,44,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/onahole",48,50,1,1,0,0,93,0,0.02,0.02,0,25.66,1.86,0.64,0,32,48,50,1,1,0,0,93,0,0.02,0.02,0,25.66,1.86,0.64,0,32,0,0,0,0,,,0,,0,0,,0,0,0,,0
,"/en-ca/collections/all",48,48,0,0,0,0,142,,0,0,0,73.64583333333333,2.9583333333333335,0.4166666666666667,,20,48,48,0,0,0,0,142,,0,0,0,73.64583333333333,2.9583333333333335,0.4166666666666667,,20,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/sex-doll-head",47,48,1,0,0,0,286,,0.020833333333333332,0,0,195.64583333333334,5.958333333333333,0.16666666666666666,,8,47,48,1,0,0,0,286,,0.020833333333333332,0,0,195.64583333333334,5.958333333333333,0.16666666666666666,,8,0,0,0,,,,0,,0,,,0,0,0,,0
,"/en-fi/blogs/featured-blog/how-to-make-fake-pussy",47,47,0,0,0,0,52,,0,0,0,28.085106382978722,1.1063829787234043,0.8936170212765957,,42,47,47,0,0,0,0,52,,0,0,0,28.085106382978722,1.1063829787234043,0.8936170212765957,,42,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/full-doll",46,47,0,0,0,0,256,,0,0,0,192.40425531914894,5.446808510638298,0.3617021276595745,,17,46,47,0,0,0,0,256,,0,0,0,192.40425531914894,5.446808510638298,0.3617021276595745,,17,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/robotic-sex-doll",45,47,0,0,0,0,204,,0,0,0,251.36170212765958,4.340425531914893,0.5106382978723404,,24,45,47,0,0,0,0,204,,0,0,0,251.36170212765958,4.340425531914893,0.5106382978723404,,24,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",44,46,0,0,0,0,100,,0,0,0,61.391304347826086,2.1739130434782608,0.7391304347826086,,34,44,46,0,0,0,0,100,,0,0,0,61.391304347826086,2.1739130434782608,0.7391304347826086,,34,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/life-size-anime-sex-doll",45,45,0,0,0,0,208,,0,0,0,206.15555555555557,4.622222222222222,0.4222222222222222,,19,45,45,0,0,0,0,208,,0,0,0,206.15555555555557,4.622222222222222,0.4222222222222222,,19,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/chinese-sex-doll",43,44,0,0,0,0,96,,0,0,0,57.29545454545455,2.1818181818181817,0.6818181818181818,,30,43,44,0,0,0,0,96,,0,0,0,57.29545454545455,2.1818181818181817,0.6818181818181818,,30,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/life-size-shemale-sex-doll",43,44,0,0,0,0,151,,0,0,0,190.22727272727272,3.4318181818181817,0.4090909090909091,,18,43,44,0,0,0,0,151,,0,0,0,190.22727272727272,3.4318181818181817,0.4090909090909091,,18,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/a499-bbw-big-booty-silicone-sex-doll-torso",34,43,1,0,0,0,74,,0.023255813953488372,0,0,72.18604651162791,1.7209302325581395,0.7209302325581395,,31,34,43,1,0,0,0,74,,0.023255813953488372,0,0,72.18604651162791,1.7209302325581395,0.7209302325581395,,31,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/male-sex-doll",43,43,0,0,0,0,115,,0,0,0,108.02325581395348,2.6744186046511627,0.4418604651162791,,19,43,43,0,0,0,0,115,,0,0,0,108.02325581395348,2.6744186046511627,0.4418604651162791,,19,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/why-do-men-like-to-have-sex-with-bigass-women",40,42,0,0,0,0,50,,0,0,0,11.595238095238095,1.1904761904761905,0.9285714285714286,,39,40,42,0,0,0,0,50,,0,0,0,11.595238095238095,1.1904761904761905,0.9285714285714286,,39,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/alien-sex-dolls",40,42,1,0,0,0,212,,0.023809523809523808,0,0,297.26190476190476,5.0476190476190474,0.47619047619047616,,20,40,42,1,0,0,0,212,,0.023809523809523808,0,0,297.26190476190476,5.0476190476190474,0.47619047619047616,,20,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/ai-sex-doll",41,41,1,0,0,0,114,,0.024390243902439025,0,0,89.7560975609756,2.7804878048780486,0.6585365853658537,,27,41,41,1,0,0,0,114,,0.024390243902439025,0,0,89.7560975609756,2.7804878048780486,0.6585365853658537,,27,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/life-sized-sex-doll",38,40,0,0,0,0,124,,0,0,0,223.775,3.1,0.5,,20,38,40,0,0,0,0,124,,0,0,0,223.775,3.1,0.5,,20,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/cheap-sex-doll",40,40,1,1,0,0,169,0,0.025,0.025,0,250.75,4.225,0.425,0,17,40,40,1,1,0,0,169,0,0.025,0.025,0,250.75,4.225,0.425,0,17,0,0,0,0,,,0,,0,0,,0,0,0,,0
,"/en-ca/collections/anime-sex-doll",39,39,0,0,0,0,135,,0,0,0,94.35897435897436,3.4615384615384617,0.4358974358974359,,17,39,39,0,0,0,0,135,,0,0,0,94.35897435897436,3.4615384615384617,0.4358974358974359,,17,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/futa-sex-doll",38,38,0,0,0,0,100,,0,0,0,115.10526315789474,2.6315789473684212,0.5789473684210527,,22,38,38,0,0,0,0,100,,0,0,0,115.10526315789474,2.6315789473684212,0.5789473684210527,,22,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/fake-ass-sex-toy",37,38,0,0,0,0,106,,0,0,0,118.92105263157895,2.789473684210526,0.47368421052631576,,18,37,38,0,0,0,0,106,,0,0,0,118.92105263157895,2.789473684210526,0.47368421052631576,,18,0,0,,,,,0,,,,,0,0,0,,0
