"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (20260706)","Sessions (20260706)","Sessions with cart additions (20260706)","Sessions that reached checkout (20260706)","Sessions that completed checkout (20260706)","Conversion rate (20260706)","Pageviews (20260706)","Checkout conversion rate (20260706)","Added to cart rate (20260706)","Reached checkout rate (20260706)","Sessions that reached and completed checkout (20260706)","Average session duration (20260706)","Pageviews per session (20260706)","Bounce rate (20260706)","Completed checkout rate (20260706)","Bounces (20260706)","Online store visitors (20260706) ","Sessions (20260706) ","Sessions with cart additions (20260706) ","Sessions that reached checkout (20260706) ","Sessions that completed checkout (20260706) ","Conversion rate (20260706) ","Pageviews (20260706) ","Checkout conversion rate (20260706) ","Added to cart rate (20260706) ","Reached checkout rate (20260706) ","Sessions that reached and completed checkout (20260706) ","Average session duration (20260706) ","Pageviews per session (20260706) ","Bounce rate (20260706) ","Completed checkout rate (20260706) ","Bounces (20260706) "
"Collection","/collections/futa-sex-doll",330,337,2,0,0,0,1110,,0.005934718100890208,0,0,146.00890207715133,3.293768545994065,0.4836795252225519,,163,330,337,2,0,0,0,1110,,0.005934718100890208,0,0,146.00890207715133,3.293768545994065,0.4836795252225519,,163,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/flat-chest-sex-doll",266,279,0,0,0,0,700,,0,0,0,120.6774193548387,2.5089605734767026,0.5448028673835126,,152,266,279,0,0,0,0,700,,0,0,0,120.6774193548387,2.5089605734767026,0.5448028673835126,,152,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/black-sex-dolls",266,278,4,1,0,0,1158,0,0.014388489208633094,0.0035971223021582736,0,217.3884892086331,4.16546762589928,0.4676258992805755,0,130,266,278,4,1,0,0,1158,0,0.014388489208633094,0.0035971223021582736,0,217.3884892086331,4.16546762589928,0.4676258992805755,0,130,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",243,249,2,0,0,0,381,,0.008032128514056224,0,0,78.0281124497992,1.5301204819277108,0.7991967871485943,,199,243,249,2,0,0,0,381,,0.008032128514056224,0,0,78.0281124497992,1.5301204819277108,0.7991967871485943,,199,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/boob-job-sex-toys",241,244,4,3,0,0,697,0,0.01639344262295082,0.012295081967213115,0,108.47131147540983,2.8565573770491803,0.5942622950819673,0,145,241,244,4,3,0,0,697,0,0.01639344262295082,0.012295081967213115,0,108.47131147540983,2.8565573770491803,0.5942622950819673,0,145,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/enchanting-delights-2024-top-real-sex-doll-recommendations",186,188,0,0,0,0,631,,0,0,0,154.16489361702128,3.356382978723404,0.5372340425531915,,101,186,188,0,0,0,0,631,,0,0,0,154.16489361702128,3.356382978723404,0.5372340425531915,,101,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-torso",176,182,1,1,1,0.005494505494505495,747,1,0.005494505494505495,0.005494505494505495,1,203.28021978021977,4.104395604395604,0.26373626373626374,1,48,176,182,1,1,1,0.005494505494505495,747,1,0.005494505494505495,0.005494505494505495,1,203.28021978021977,4.104395604395604,0.26373626373626374,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/under-100",166,172,4,0,0,0,610,,0.023255813953488372,0,0,171.52325581395348,3.546511627906977,0.5872093023255814,,101,166,172,4,0,0,0,610,,0.023255813953488372,0,0,171.52325581395348,3.546511627906977,0.5872093023255814,,101,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/black-torso-sex-dolls",161,167,2,2,1,0.005988023952095809,413,0.5,0.011976047904191617,0.011976047904191617,1,147.4191616766467,2.4730538922155687,0.5449101796407185,0.5,91,161,167,2,2,1,0.005988023952095809,413,0.5,0.011976047904191617,0.011976047904191617,1,147.4191616766467,2.4730538922155687,0.5449101796407185,0.5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/huge-breasts-sex-dolls",142,150,1,0,0,0,575,,0.006666666666666667,0,0,217.00666666666666,3.8333333333333335,0.48,,72,142,150,1,0,0,0,575,,0.006666666666666667,0,0,217.00666666666666,3.8333333333333335,0.48,,72,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/18s-sex-doll",146,147,0,0,0,0,379,,0,0,0,133.4421768707483,2.578231292517007,0.6326530612244898,,93,146,147,0,0,0,0,379,,0,0,0,133.4421768707483,2.578231292517007,0.6326530612244898,,93,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/vajankle-foot-fetish-toys",142,143,0,0,0,0,403,,0,0,0,97.94405594405595,2.8181818181818183,0.48951048951048953,,70,142,143,0,0,0,0,403,,0,0,0,97.94405594405595,2.8181818181818183,0.48951048951048953,,70,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/shemale-sex-toy",132,132,0,0,0,0,214,,0,0,0,75.37121212121212,1.621212121212121,0.7196969696969697,,95,132,132,0,0,0,0,214,,0,0,0,75.37121212121212,1.621212121212121,0.7196969696969697,,95,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-ass",128,130,1,0,0,0,442,,0.007692307692307693,0,0,182.03076923076924,3.4,0.4153846153846154,,54,128,130,1,0,0,0,442,,0.007692307692307693,0,0,182.03076923076924,3.4,0.4153846153846154,,54,0,0,0,,,,0,,0,,,0,0,0,,0
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",115,124,1,1,1,0.008064516129032258,222,1,0.008064516129032258,0.008064516129032258,1,82.96774193548387,1.7903225806451613,0.8064516129032258,1,100,115,124,1,1,1,0.008064516129032258,222,1,0.008064516129032258,0.008064516129032258,1,82.96774193548387,1.7903225806451613,0.8064516129032258,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/big-booty-sex-dolls",118,123,0,0,0,0,526,,0,0,0,261.4065040650407,4.276422764227642,0.3821138211382114,,47,118,123,0,0,0,0,526,,0,0,0,261.4065040650407,4.276422764227642,0.3821138211382114,,47,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/robotic-sex-doll",114,116,0,0,0,0,272,,0,0,0,112.96551724137932,2.3448275862068964,0.6982758620689655,,81,114,116,0,0,0,0,272,,0,0,0,112.96551724137932,2.3448275862068964,0.6982758620689655,,81,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-pocket-pussy",113,113,0,0,0,0,291,,0,0,0,94.73451327433628,2.575221238938053,0.6194690265486725,,70,113,113,0,0,0,0,291,,0,0,0,94.73451327433628,2.575221238938053,0.6194690265486725,,70,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/asian-sex-doll",109,111,0,0,0,0,360,,0,0,0,178.34234234234233,3.2432432432432434,0.5405405405405406,,60,109,111,0,0,0,0,360,,0,0,0,178.34234234234233,3.2432432432432434,0.5405405405405406,,60,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-mini-sex-doll",97,97,1,0,0,0,202,,0.010309278350515464,0,0,66.16494845360825,2.082474226804124,0.6391752577319587,,62,97,97,1,0,0,0,202,,0.010309278350515464,0,0,66.16494845360825,2.082474226804124,0.6391752577319587,,62,0,0,0,,,,0,,0,,,0,0,0,,0
"Custom Page","/pages/sex-doll-gif",92,93,0,0,0,0,169,,0,0,0,46.70967741935484,1.8172043010752688,0.8064516129032258,,75,92,93,0,0,0,0,169,,0,0,0,46.70967741935484,1.8172043010752688,0.8064516129032258,,75,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/mini-sex-doll-torso",83,86,0,0,0,0,172,,0,0,0,100.20930232558139,2,0.6046511627906976,,52,83,86,0,0,0,0,172,,0,0,0,100.20930232558139,2,0.6046511627906976,,52,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/lesbian-sex-doll-torso",86,86,0,0,0,0,156,,0,0,0,92.65116279069767,1.813953488372093,0.6627906976744186,,57,86,86,0,0,0,0,156,,0,0,0,92.65116279069767,1.813953488372093,0.6627906976744186,,57,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/foot-pocket-pussy",79,82,0,0,0,0,183,,0,0,0,77.8170731707317,2.231707317073171,0.7195121951219512,,59,79,82,0,0,0,0,183,,0,0,0,77.8170731707317,2.231707317073171,0.7195121951219512,,59,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-feet",78,81,0,0,0,0,253,,0,0,0,148.35802469135803,3.123456790123457,0.5802469135802469,,47,78,81,0,0,0,0,253,,0,0,0,148.35802469135803,3.123456790123457,0.5802469135802469,,47,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/vibrating-sex-doll-torso",76,77,2,0,0,0,200,,0.025974025974025976,0,0,90.40259740259741,2.5974025974025974,0.5844155844155844,,45,76,77,2,0,0,0,200,,0.025974025974025976,0,0,90.40259740259741,2.5974025974025974,0.5844155844155844,,45,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/pocket-pussy-ass",73,74,0,0,0,0,138,,0,0,0,65.56756756756756,1.864864864864865,0.581081081081081,,43,73,74,0,0,0,0,138,,0,0,0,65.56756756756756,1.864864864864865,0.581081081081081,,43,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/blogs/featured-blog/how-to-make-fake-pussy",68,74,0,0,0,0,90,,0,0,0,63.067567567567565,1.2162162162162162,0.8378378378378378,,62,68,74,0,0,0,0,90,,0,0,0,63.067567567567565,1.2162162162162162,0.8378378378378378,,62,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/best-seller-sex-dolls-under-200",69,72,0,0,0,0,144,,0,0,0,128.625,2,0.5833333333333334,,42,69,72,0,0,0,0,144,,0,0,0,128.625,2,0.5833333333333334,,42,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/torso-shemale-sex-doll",69,71,1,0,0,0,267,,0.014084507042253521,0,0,272.3098591549296,3.76056338028169,0.4225352112676056,,30,69,71,1,0,0,0,267,,0.014084507042253521,0,0,272.3098591549296,3.76056338028169,0.4225352112676056,,30,0,0,0,,,,0,,0,,,0,0,0,,0
"Product","/products/a664-37-5lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso",63,70,0,0,0,0,146,,0,0,0,90.02857142857142,2.085714285714286,0.8142857142857143,,57,63,70,0,0,0,0,146,,0,0,0,90.02857142857142,2.085714285714286,0.8142857142857143,,57,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/animal-hentai-sex-doll",67,68,0,0,0,0,221,,0,0,0,90.55882352941177,3.25,0.45588235294117646,,31,67,68,0,0,0,0,221,,0,0,0,90.55882352941177,3.25,0.45588235294117646,,31,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/sex-doll-head",60,64,5,1,0,0,445,0,0.078125,0.015625,0,257.6875,6.953125,0.171875,0,11,60,64,5,1,0,0,445,0,0.078125,0.015625,0,257.6875,6.953125,0.171875,0,11,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/mini-sex-doll",60,63,0,0,0,0,174,,0,0,0,166.85714285714286,2.761904761904762,0.5555555555555556,,35,60,63,0,0,0,0,174,,0,0,0,166.85714285714286,2.761904761904762,0.5555555555555556,,35,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",56,61,3,0,0,0,122,,0.04918032786885246,0,0,75.77049180327869,2,0.6229508196721312,,38,56,61,3,0,0,0,122,,0.04918032786885246,0,0,75.77049180327869,2,0.6229508196721312,,38,0,0,0,,,,0,,0,,,0,0,0,,0
,"/en-ca/blogs/featured-blog/how-to-make-fake-pussy",60,60,0,0,0,0,73,,0,0,0,63.6,1.2166666666666666,0.8333333333333334,,50,60,60,0,0,0,0,73,,0,0,0,63.6,1.2166666666666666,0.8333333333333334,,50,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-black-sex-doll",54,58,0,0,0,0,216,,0,0,0,284.1551724137931,3.7241379310344827,0.3793103448275862,,22,54,58,0,0,0,0,216,,0,0,0,284.1551724137931,3.7241379310344827,0.3793103448275862,,22,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",52,53,0,0,0,0,189,,0,0,0,177.9245283018868,3.5660377358490565,0.660377358490566,,35,52,53,0,0,0,0,189,,0,0,0,177.9245283018868,3.5660377358490565,0.660377358490566,,35,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/life-size-anime-sex-doll",50,50,0,0,0,0,138,,0,0,0,103.72,2.76,0.3,,15,50,50,0,0,0,0,138,,0,0,0,103.72,2.76,0.3,,15,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/bbw-sex-doll-torso",48,50,1,1,0,0,272,0,0.02,0.02,0,418.68,5.44,0.3,0,15,48,50,1,1,0,0,272,0,0.02,0.02,0,418.68,5.44,0.3,0,15,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/male-sex-doll",47,48,0,0,0,0,153,,0,0,0,232.75,3.1875,0.4791666666666667,,23,47,48,0,0,0,0,153,,0,0,0,232.75,3.1875,0.4791666666666667,,23,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso",47,48,0,0,0,0,103,,0,0,0,62.208333333333336,2.1458333333333335,0.5625,,27,47,48,0,0,0,0,103,,0,0,0,62.208333333333336,2.1458333333333335,0.5625,,27,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/torso-dildo",43,47,1,0,0,0,128,,0.02127659574468085,0,0,104.44680851063829,2.723404255319149,0.574468085106383,,27,43,47,1,0,0,0,128,,0.02127659574468085,0,0,104.44680851063829,2.723404255319149,0.574468085106383,,27,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/life-size-shemale-sex-doll",47,47,1,0,0,0,141,,0.02127659574468085,0,0,115.85106382978724,3,0.5106382978723404,,24,47,47,1,0,0,0,141,,0.02127659574468085,0,0,115.85106382978724,3,0.5106382978723404,,24,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/petite-sex-doll",46,46,0,0,0,0,144,,0,0,0,179.2608695652174,3.130434782608696,0.5434782608695652,,25,46,46,0,0,0,0,144,,0,0,0,179.2608695652174,3.130434782608696,0.5434782608695652,,25,0,0,,,,,0,,,,,0,0,0,,0
"List of Collections","/collections/vendors",39,45,0,0,0,0,227,,0,0,0,212.9111111111111,5.044444444444444,0.3333333333333333,,15,39,45,0,0,0,0,227,,0,0,0,212.9111111111111,5.044444444444444,0.3333333333333333,,15,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/cheap-sex-doll",38,43,0,0,0,0,118,,0,0,0,83.74418604651163,2.744186046511628,0.6511627906976745,,28,38,43,0,0,0,0,118,,0,0,0,83.74418604651163,2.744186046511628,0.6511627906976745,,28,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-titty-fuck-experience-the-ultimate-pleasure-with-a-huge-breast-sex-doll",42,43,0,0,0,0,126,,0,0,0,118.79069767441861,2.9302325581395348,0.7441860465116279,,32,42,43,0,0,0,0,126,,0,0,0,118.79069767441861,2.9302325581395348,0.7441860465116279,,32,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca",40,42,0,0,0,0,202,,0,0,0,117.04761904761905,4.809523809523809,0.35714285714285715,,15,40,42,0,0,0,0,202,,0,0,0,117.04761904761905,4.809523809523809,0.35714285714285715,,15,0,0,,,,,0,,,,,0,0,0,,0
,"/de/blogs/featured-blog/how-to-make-fake-pussy",42,42,0,0,0,0,44,,0,0,0,9.595238095238095,1.0476190476190477,0.9523809523809523,,40,42,42,0,0,0,0,44,,0,0,0,9.595238095238095,1.0476190476190477,0.9523809523809523,,40,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/naked-sex-doll",40,41,1,0,0,0,124,,0.024390243902439025,0,0,98.92682926829268,3.024390243902439,0.3902439024390244,,16,40,41,1,0,0,0,124,,0.024390243902439025,0,0,98.92682926829268,3.024390243902439,0.3902439024390244,,16,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/chinese-sex-doll",38,40,0,0,0,0,182,,0,0,0,197.425,4.55,0.5,,20,38,40,0,0,0,0,182,,0,0,0,197.425,4.55,0.5,,20,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/vaginal-and-anal-design-of-life-size-sex-dolls",39,40,0,0,0,0,81,,0,0,0,70.75,2.025,0.75,,30,39,40,0,0,0,0,81,,0,0,0,70.75,2.025,0.75,,30,0,0,,,,,0,,,,,0,0,0,,0
,"/en-fi/blogs/featured-blog/how-to-make-fake-pussy",40,40,0,0,0,0,64,,0,0,0,59.45,1.6,0.8,,32,40,40,0,0,0,0,64,,0,0,0,59.45,1.6,0.8,,32,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/top-rated-japanese-sex-dolls-in-2026",39,39,0,0,0,0,91,,0,0,0,97.64102564102564,2.3333333333333335,0.717948717948718,,28,39,39,0,0,0,0,91,,0,0,0,97.64102564102564,2.3333333333333335,0.717948717948718,,28,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-pocket-pussy",39,39,1,0,0,0,122,,0.02564102564102564,0,0,133.4102564102564,3.128205128205128,0.5641025641025641,,22,39,39,1,0,0,0,122,,0.02564102564102564,0,0,133.4102564102564,3.128205128205128,0.5641025641025641,,22,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/electric-sex-doll-head",38,39,1,0,0,0,161,,0.02564102564102564,0,0,183.28205128205127,4.128205128205129,0.38461538461538464,,15,38,39,1,0,0,0,161,,0.02564102564102564,0,0,183.28205128205127,4.128205128205129,0.38461538461538464,,15,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/lusandy-doll-in-stock-usa",39,39,0,0,0,0,85,,0,0,0,75.41025641025641,2.1794871794871793,0.8717948717948718,,34,39,39,0,0,0,0,85,,0,0,0,75.41025641025641,2.1794871794871793,0.8717948717948718,,34,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/%F0%9F%94%A5-top-5-most-popular-big-butt-chubby-belly-curvy-body-pornstar-style-sex-dolls-in-2025-%F0%9F%94%A5",38,39,0,0,0,0,51,,0,0,0,21.974358974358974,1.3076923076923077,0.8717948717948718,,34,38,39,0,0,0,0,51,,0,0,0,21.974358974358974,1.3076923076923077,0.8717948717948718,,34,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/celebrity-sex-dolls",36,39,0,0,0,0,215,,0,0,0,258.02564102564105,5.512820512820513,0.5128205128205128,,20,36,39,0,0,0,0,215,,0,0,0,258.02564102564105,5.512820512820513,0.5128205128205128,,20,0,0,,,,,0,,,,,0,0,0,,0
"Search","/search",26,38,0,0,0,0,136,,0,0,0,354.44736842105266,3.5789473684210527,0.5263157894736842,,20,26,38,0,0,0,0,136,,0,0,0,354.44736842105266,3.5789473684210527,0.5263157894736842,,20,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/full-doll",37,38,0,0,0,0,249,,0,0,0,244.47368421052633,6.552631578947368,0.23684210526315788,,9,37,38,0,0,0,0,249,,0,0,0,244.47368421052633,6.552631578947368,0.23684210526315788,,9,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/furry-sex-doll",38,38,0,0,0,0,106,,0,0,0,141.78947368421052,2.789473684210526,0.5789473684210527,,22,38,38,0,0,0,0,106,,0,0,0,141.78947368421052,2.789473684210526,0.5789473684210527,,22,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/black-male-sex-doll",37,38,0,0,0,0,172,,0,0,0,301.07894736842104,4.526315789473684,0.5263157894736842,,20,37,38,0,0,0,0,172,,0,0,0,301.07894736842104,4.526315789473684,0.5263157894736842,,20,0,0,,,,,0,,,,,0,0,0,,0
